"","Temperature (°C)","Vres (V)"
"161",-84.1630769826234,0.706391552975684
"162",-84.1021032261603,0.706715520767524
"163",-84.0411294696972,0.70704058139336
"164",-83.9801557132342,0.70736786457307
"165",-83.9191819567711,0.707696008217966
"166",-83.858208200308,0.708025685634366
"167",-83.7972344438449,0.708357578025406
"168",-83.7362606873819,0.708690350195983
"169",-83.6752869309188,0.709025322122396
"170",-83.6143131744557,0.709361196120521
"171",-83.5533394179926,0.709699514339481
"172",-83.4923656615296,0.710038504987455
"173",-83.4313919050665,0.710379042102017
"174",-83.3704181486034,0.710721573740681
"175",-83.3094443921404,0.711065221617226
"176",-83.2484706356773,0.711411357905351
"177",-83.1874968792142,0.711758137262945
"178",-83.1265231227511,0.71210714636099
"179",-83.0655493662881,0.712457053578581
"180",-83.004575609825,0.712809203638509
"181",-82.9436018533619,0.713162242746123
"182",-82.8826280968989,0.713516837856788
"183",-82.8216543404358,0.713873230589064
"184",-82.7606805839727,0.714230946306314
"185",-82.6997068275096,0.714590864778489
"186",-82.6387330710466,0.714951714960189
"187",-82.5777593145835,0.715314820741793
"188",-82.5167855581204,0.715678807880052
"189",-82.4558118016573,0.716044352283599
"190",-82.3948380451943,0.716411697782324
"191",-82.3338642887312,0.71678036321823
"192",-82.2728905322681,0.717151068932544
"193",-82.2119167758051,0.717522861025813
"194",-82.150943019342,0.717896886104223
"195",-82.0899692628789,0.718271808510994
"196",-82.0289955064158,0.718648284019858
"197",-81.9680217499528,0.719027280484857
"198",-81.9070479934897,0.719406890122756
"199",-81.8460742370266,0.719788508049574
"200",-81.7851004805635,0.720171231176459
"201",-81.7241267241005,0.720555943841173
"202",-81.6631529676374,0.720941774150198
"203",-81.6021792111743,0.721329148466894
"204",-81.5412054547112,0.721719037896193
"205",-81.4802316982482,0.722109525970689
"206",-81.4192579417851,0.72250275187626
"207",-81.358284185322,0.722896354124202
"208",-81.297310428859,0.723291740155263
"209",-81.2363366723959,0.72368841801717
"210",-81.1753629159328,0.724086625898507
"211",-81.1143891594697,0.724487108700255
"212",-81.0534154030067,0.724888392687582
"213",-80.9924416465436,0.725291198732291
"214",-80.9314678900805,0.725695523709804
"215",-80.8704941336174,0.726102100942743
"216",-80.8095203771544,0.72650947815151
"217",-80.7485466206913,0.726919579906482
"218",-80.6875728642282,0.727330012672641
"219",-80.6265991077652,0.72774194896124
"220",-80.5656253513021,0.728155878213491
"221",-80.504651594839,0.72857082626186
"222",-80.4436778383759,0.728987960577485
"223",-80.3827040819129,0.729405911833081
"224",-80.3217303254498,0.72982605615717
"225",-80.2607565689867,0.730246995565378
"226",-80.1997828125236,0.730669411494568
"227",-80.1388090560606,0.731094062845583
"228",-80.0778352995975,0.731519443128956
"229",-80.0168615431344,0.731947266441824
"230",-79.9558877866714,0.732375600568916
"231",-79.8949140302083,0.732805886762968
"232",-79.8339402737452,0.733237140949887
"233",-79.7729665172821,0.733669839749533
"234",-79.7119927608191,0.734104507537647
"235",-79.651019004356,0.73454009702315
"236",-79.5900452478929,0.734977622589722
"237",-79.5290714914298,0.735416081052436
"238",-79.4680977349668,0.735856218772122
"239",-79.4071239785037,0.736297516346107
"240",-79.3461502220406,0.736741177736
"241",-79.2851764655775,0.737185314147812
"242",-79.2242027091145,0.737630846114526
"243",-79.1632289526514,0.738078550440761
"244",-79.1022551961883,0.738526880608884
"245",-79.0412814397253,0.738977613236835
"246",-78.9803076832622,0.739428725608548
"247",-78.9193339267991,0.739882181915369
"248",-78.858360170336,0.740336050743466
"249",-78.797386413873,0.74079127268002
"250",-78.7364126574099,0.741248617197013
"251",-78.6754389009468,0.741706550353525
"252",-78.6144651444837,0.742166879715862
"253",-78.5534913880207,0.742627507247706
"254",-78.4925176315576,0.743089723693024
"255",-78.4315438750945,0.743552993127427
"256",-78.3705701186315,0.744018324819498
"257",-78.3095963621684,0.7444842235935
"258",-78.2486226057053,0.744951414265362
"259",-78.1876488492422,0.745420691360403
"260",-78.1266750927792,0.745890469606083
"261",-78.0657013363161,0.746362298108404
"262",-78.004727579853,0.746834634219025
"263",-77.94375382339,0.747308497854229
"264",-77.8827800669269,0.747783345656876
"265",-77.8218063104638,0.748259433283813
"266",-77.7608325540007,0.748737822656438
"267",-77.6998587975377,0.749216401033625
"268",-77.6388850410746,0.749696196210043
"269",-77.5779112846115,0.750177200054489
"270",-77.5169375281484,0.750660213101058
"271",-77.4559637716854,0.751143636182144
"272",-77.3949900152223,0.751629048459612
"273",-77.3340162587592,0.752114859024109
"274",-77.2730425022961,0.752601838346007
"275",-77.2120687458331,0.753091072697393
"276",-77.15109498937,0.753580400016777
"277",-77.0901212329069,0.754070871710169
"278",-77.0291474764439,0.754562479218235
"279",-76.9681737199808,0.755055492498436
"280",-76.9071999635177,0.755549354914254
"281",-76.8462262070546,0.756045937075174
"282",-76.7852524505916,0.75654206377581
"283",-76.7242786941285,0.757039284714299
"284",-76.6633049376654,0.757537876990635
"285",-76.6023311812023,0.75803726944336
"286",-76.5413574247393,0.758538543026871
"287",-76.4803836682762,0.759040089434252
"288",-76.4194099118131,0.759543495797502
"289",-76.35843615535,0.760047162092716
"290",-76.297462398887,0.760551862541373
"291",-76.2364886424239,0.761058681019037
"292",-76.1755148859608,0.761565458564097
"293",-76.1145411294978,0.762073787365354
"294",-76.0535673730347,0.762582590367313
"295",-75.9925936165716,0.763092673228736
"296",-75.9316198601085,0.76360345859736
"297",-75.8706461036455,0.7641165911927
"298",-75.8096723471824,0.764629358884141
"299",-75.7486985907193,0.765143083147694
"300",-75.6877248342562,0.765658555972804
"301",-75.6267510777932,0.766174192375771
"302",-75.5657773213301,0.766691346469818
"303",-75.504803564867,0.767208853747654
"304",-75.443829808404,0.767728350665805
"305",-75.3828560519409,0.768247709810699
"306",-75.3218822954778,0.768769375097217
"307",-75.2609085390147,0.769290563281368
"308",-75.1999347825517,0.769812630961863
"309",-75.1389610260886,0.770335867522627
"310",-75.0779872696255,0.770859677191957
"311",-75.0170135131625,0.771384612506292
"312",-74.9560397566994,0.771910128295909
"313",-74.8950660002363,0.772437045967396
"314",-74.8340922437732,0.772964242508107
"315",-74.7731184873102,0.773493388871407
"316",-74.7121447308471,0.774022250297794
"317",-74.651170974384,0.774551913688941
"318",-74.5901972179209,0.775082949513236
"319",-74.5292234614579,0.775614209378521
"320",-74.4682497049948,0.776147122339072
"321",-74.4072759485317,0.776679954636378
"322",-74.3463021920686,0.777214646598392
"323",-74.2853284356056,0.777749025532397
"324",-74.2243546791425,0.778284992925865
"325",-74.1633809226794,0.778820878094075
"326",-74.1024071662164,0.779357490741762
"327",-74.0414334097533,0.779895408840956
"328",-73.9804596532902,0.780433470045449
"329",-73.9194858968271,0.78097312369845
"330",-73.8585121403641,0.781512610809034
"331",-73.797538383901,0.782053367793985
"332",-73.7365646274379,0.782594239278161
"333",-73.6755908709748,0.783135781699568
"334",-73.6146171145118,0.783677986858646
"335",-73.5536433580487,0.784220846588823
"336",-73.4926696015856,0.78476496809544
"337",-73.4316958451226,0.785309132480746
"338",-73.3707220886595,0.785854517757185
"339",-73.3097483321964,0.786399954868445
"340",-73.2487745757333,0.786946572410146
"341",-73.1878008192703,0.787493250614352
"342",-73.1268270628072,0.788041418093936
"343",-73.0658533063441,0.788589317419839
"344",-73.0048795498811,0.789137802088556
"345",-72.943905793418,0.789688069204399
"346",-72.8829320369549,0.790237740089909
"347",-72.8219582804918,0.790788282664341
"348",-72.7609845240288,0.79133908259333
"349",-72.7000107675657,0.791891024023639
"350",-72.6390370111026,0.792442932460218
"351",-72.5780632546395,0.792996799953659
"352",-72.5170894981765,0.793549814742863
"353",-72.4561157417134,0.794103350108662
"354",-72.3951419852503,0.794658324200228
"355",-72.3341682287872,0.795212908508926
"356",-72.2731944723242,0.795768544729313
"357",-72.2122207158611,0.796324138710022
"358",-72.151246959398,0.79688112087891
"359",-72.090273202935,0.797437708361298
"360",-72.0292994464719,0.797995635851707
"361",-71.9683256900088,0.798553189201584
"362",-71.9073519335457,0.799111201998988
"363",-71.8463781770827,0.799670597095585
"364",-71.7854044206196,0.800229537903474
"365",-71.7244306641565,0.800789212133272
"366",-71.6634569076934,0.801349035123397
"367",-71.6024831512304,0.801910522835601
"368",-71.5415093947673,0.802471231972987
"369",-71.4805356383042,0.803033544367601
"370",-71.4195618818411,0.803595113825008
"371",-71.3585881253781,0.80415708578328
"372",-71.297614368915,0.804719453784951
"373",-71.2366406124519,0.805282211408679
"374",-71.1756668559889,0.80584567108196
"375",-71.1146930995258,0.806409199003331
"376",-71.0537193430627,0.806974029148942
"377",-70.9927455865996,0.807538322209722
"378",-70.9317718301366,0.808103564366232
"379",-70.8707980736735,0.808668588406177
"380",-70.8098243172104,0.809235174645436
"381",-70.7488505607473,0.809800926084074
"382",-70.6878768042843,0.810367013876035
"383",-70.6269030478212,0.810934356762442
"384",-70.5659292913581,0.811501128575811
"385",-70.5049555348951,0.812068540804594
"386",-70.443981778432,0.812635955407561
"387",-70.3830080219689,0.813204587600203
"388",-70.3220342655058,0.813772640706688
"389",-70.2610605090428,0.814341602513958
"390",-70.2000867525797,0.814910263115083
"391",-70.1391129961166,0.815479209692848
"392",-70.0781392396536,0.816049344368363
"393",-70.0171654831905,0.816618874472665
"394",-69.9561917267274,0.817189620774785
"395",-69.8952179702643,0.817759714776012
"396",-69.8342442138013,0.81833101356871
"397",-69.7732704573382,0.818901650847144
"398",-69.7122967008751,0.819472859414606
"399",-69.651322944412,0.820043999918745
"400",-69.590349187949,0.820615970757215
"401",-69.5293754314859,0.821187601714141
"402",-69.4684016750228,0.821759460975758
"403",-69.4074279185597,0.822332476905985
"404",-69.3464541620967,0.822904806092761
"405",-69.2854804056336,0.823478301067013
"406",-69.2245066491705,0.824051081169821
"407",-69.1635328927075,0.82462498967393
"408",-69.1025591362444,0.825198200370399
"409",-69.0415853797813,0.825772224427232
"410",-68.9806116233182,0.826345836858198
"411",-68.9196378668552,0.826919633162149
"412",-68.8586641103921,0.827494884309101
"413",-68.797690353929,0.828069073035903
"414",-68.7367165974659,0.828643736375854
"415",-68.6757428410029,0.829218268750072
"416",-68.6147690845398,0.829793264601648
"417",-68.5537953280767,0.830368120811959
"418",-68.4928215716137,0.830944381932704
"419",-68.4318478151506,0.83151957225435
"420",-68.3708740586875,0.832096112356352
"421",-68.3099003022244,0.832671617427745
"422",-68.2489265457614,0.833247254515734
"423",-68.1879527892983,0.83382396679564
"424",-68.1269790328352,0.834399882786485
"425",-68.0660052763721,0.834976245891867
"426",-68.0050315199091,0.8355524034073
"427",-67.944057763446,0.836128997302219
"428",-67.8830840069829,0.836705377310539
"429",-67.8221102505198,0.837282787636661
"430",-67.7611364940568,0.837859390083398
"431",-67.7001627375937,0.838436709318563
"432",-67.6391889811306,0.839013506920613
"433",-67.5782152246676,0.839590385589609
"434",-67.5172414682045,0.840167977633857
"435",-67.4562677117414,0.84074502390695
"436",-67.3952939552783,0.841322443585322
"437",-67.3343201988153,0.841899629020844
"438",-67.2733464423522,0.842477836007125
"439",-67.2123726858891,0.843055162614149
"440",-67.1513989294261,0.843634059762568
"441",-67.090425172963,0.844211527472402
"442",-67.0294514164999,0.84478998387558
"443",-66.9684776600368,0.845367558625009
"444",-66.9075039035738,0.845945165857136
"445",-66.8465301471107,0.846523134422001
"446",-66.7855563906476,0.847100802987101
"447",-66.7245826341845,0.847679103362953
"448",-66.6636088777215,0.848256823770354
"449",-66.6026351212584,0.848835491484196
"450",-66.5416613647953,0.849413256279293
"451",-66.4806876083322,0.849992264039168
"452",-66.4197138518692,0.850570065759356
"453",-66.3587400954061,0.851148162876556
"454",-66.297766338943,0.851725955983036
"455",-66.2367925824799,0.852303733463086
"456",-66.1758188260169,0.85288243978223
"457",-66.1148450695538,0.853460201726303
"458",-66.0538713130907,0.854038867233089
"459",-65.9928975566277,0.854616596470448
"460",-65.9319238001646,0.855196171698043
"461",-65.8709500437015,0.855773881244635
"462",-65.8099762872384,0.856351546584002
"463",-65.7490025307754,0.856929163240981
"464",-65.6880287743123,0.857508243813091
"465",-65.6270550178492,0.858085796739196
"466",-65.5660812613862,0.858663288919993
"467",-65.5051075049231,0.859242005283605
"468",-65.44413374846,0.859819402693163
"469",-65.3831599919969,0.860397352720742
"470",-65.3221862355339,0.860974619410396
"471",-65.2612124790708,0.861552134365237
"472",-65.2002387226077,0.862129244864441
"473",-65.1392649661447,0.86270689774779
"474",-65.0782912096816,0.863283844668136
"475",-65.0173174532185,0.863861325681555
"476",-64.9563436967554,0.864438092920467
"477",-64.8953699402924,0.86501475466648
"478",-64.8343961838293,0.865592261722041
"479",-64.7734224273662,0.866168729256469
"480",-64.7124486709031,0.866746013009177
"481",-64.6514749144401,0.867322270421955
"482",-64.590501157977,0.867899394462625
"483",-64.5295274015139,0.868475428612039
"484",-64.4685536450508,0.869052274093296
"485",-64.4075798885878,0.869628068649271
"486",-64.3466061321247,0.870204038332328
"487",-64.2856323756616,0.870779559209386
"488",-64.2246586191986,0.871355488622093
"489",-64.1636848627355,0.871930712178457
"490",-64.1027111062724,0.872505780745273
"491",-64.0417373498093,0.873086330816923
"492",-63.9807635933463,0.87366100523398
"493",-63.9197898368832,0.87423892612808
"494",-63.8588160804201,0.874813187424009
"495",-63.797842323957,0.875387894583595
"496",-63.736868567494,0.875963378727704
"497",-63.6758948110309,0.876537729819512
"498",-63.6149210545678,0.877111293192395
"499",-63.5539472981047,0.877686654839663
"500",-63.4929735416417,0.878259852023098
"501",-63.4319997851786,0.878834172222793
"502",-63.3710260287155,0.879407577729727
"503",-63.3100522722525,0.879980184941799
"504",-63.2490785157894,0.880553699321914
"505",-63.1881047593263,0.881125897374521
"506",-63.1271310028632,0.881698552106408
"507",-63.0661572464002,0.882271896017546
"508",-63.0051834899371,0.882843756045765
"509",-62.944209733474,0.883417205891102
"510",-62.8832359770109,0.883988906387622
"511",-62.8222622205479,0.884559781542535
"512",-62.7612884640848,0.885132686188648
"513",-62.7003147076217,0.885703125159399
"514",-62.6393409511587,0.886273339463089
"515",-62.5783671946956,0.88684607870195
"516",-62.5173934382325,0.887415807577546
"517",-62.4564196817694,0.887985635039966
"518",-62.3954459253064,0.888556170909055
"519",-62.3344721688433,0.889126398290745
"520",-62.2734984123802,0.889696487611893
"521",-62.2125246559172,0.890265939475912
"522",-62.1515508994541,0.890834231094014
"523",-62.090577142991,0.891404622680611
"524",-62.0296033865279,0.891972363266349
"525",-61.9686296300649,0.892541372345368
"526",-61.9076558736018,0.893109428327709
"527",-61.8466821171387,0.893676430168267
"528",-61.7857083606756,0.89424498621011
"529",-61.7247346042126,0.894811413349799
"530",-61.6637608477495,0.895379161717842
"531",-61.6027870912864,0.895946654231919
"532",-61.5418133348233,0.896512946580171
"533",-61.4808395783603,0.897078334244184
"534",-61.4198658218972,0.897645077609992
"535",-61.3588920654341,0.898209910780367
"536",-61.2979183089711,0.898775931052739
"537",-61.236944552508,0.899340228312952
"538",-61.1759707960449,0.899904850039447
"539",-61.1149970395818,0.90047093221516
"540",-61.0540232831188,0.901034340037276
"541",-60.9930495266557,0.90159810178712
"542",-60.9320757701926,0.90216172810284
"543",-60.8711020137295,0.902725487906217
"544",-60.8101282572665,0.90328883988424
"545",-60.7491545008034,0.903852158497641
"546",-60.6881807443403,0.904413899277289
"547",-60.6272069878773,0.904977528486554
"548",-60.5662332314142,0.905538661887499
"549",-60.5052594749511,0.906099828370207
"550",-60.444285718488,0.906662177367829
"551",-60.383311962025,0.907223011432773
"552",-60.3223382055619,0.907783736331666
"553",-60.2613644490988,0.908343357147833
"554",-60.2003906926357,0.908903952220804
"555",-60.1394169361727,0.909464295917047
"556",-60.0784431797096,0.910023664489117
"557",-60.0174694232465,0.910582120567608
"558",-59.9564956667834,0.911141360603786
"559",-59.8955219103204,0.91169920653659
"560",-59.8345481538573,0.912259947249279
"561",-59.7735743973942,0.912817197933054
"562",-59.7126006409312,0.913375000843467
"563",-59.6516268844681,0.913932188602703
"564",-59.590653128005,0.91448943192192
"565",-59.5296793715419,0.915045527437754
"566",-59.4687056150789,0.915602605749957
"567",-59.4077318586158,0.916159304443374
"568",-59.3467581021527,0.91671631385861
"569",-59.2857843456896,0.917271461183862
"570",-59.2248105892266,0.917826019035853
"571",-59.1638368327635,0.918382529847317
"572",-59.1028630763004,0.918936500889916
"573",-59.0418893198374,0.919491404078389
"574",-58.9809155633743,0.920045591941018
"575",-58.9199418069112,0.920599313130922
"576",-58.8589680504481,0.921152918222691
"577",-58.7979942939851,0.921706345399856
"578",-58.737020537522,0.922258593035813
"579",-58.6760467810589,0.922811823477924
"580",-58.6150730245958,0.92336345132615
"581",-58.5540992681328,0.923914790707569
"582",-58.4931255116697,0.924468027913865
"583",-58.4321517552066,0.92501876437286
"584",-58.3711779987436,0.925570982181937
"585",-58.3102042422805,0.926121171960125
"586",-58.2492304858174,0.926672344622328
"587",-58.1882567293543,0.927223291465563
"588",-58.1272829728913,0.927774811229309
"589",-58.0663092164282,0.92832394909612
"590",-58.0053354599651,0.928873997205439
"591",-57.944361703502,0.929422609940582
"592",-57.883387947039,0.929973398041043
"593",-57.8224141905759,0.930521434744532
"594",-57.7614404341128,0.931070056176557
"595",-57.7004666776498,0.931619108737221
"596",-57.6394929211867,0.932166332434312
"597",-57.5785191647236,0.932714833164177
"598",-57.5175454082605,0.933262091293443
"599",-57.4565716517975,0.93380857540945
"600",-57.3955978953344,0.934355841612136
"601",-57.3346241388713,0.934903011744279
"602",-57.2736503824082,0.935448751103544
"603",-57.2126766259452,0.935996329875886
"604",-57.1517028694821,0.936541537393
"605",-57.090729113019,0.937087971348499
"606",-57.029755356556,0.937632733844291
"607",-56.9687816000929,0.93817810077612
"608",-56.9078078436298,0.938723700181975
"609",-56.8468340871667,0.939268657724727
"610",-56.7858603307037,0.939812519392738
"611",-56.7248865742406,0.940357415596331
"612",-56.6639128177775,0.940901750986899
"613",-56.6029390613144,0.941445726601842
"614",-56.5419653048514,0.941988691097803
"615",-56.4809915483883,0.942531448329571
"616",-56.4200177919252,0.943075687207468
"617",-56.3590440354621,0.94361805939504
"618",-56.2980702789991,0.944160850793808
"619",-56.237096522536,0.944704603268014
"620",-56.1761227660729,0.945247268028473
"621",-56.1151490096099,0.94578938403974
"622",-56.0541752531468,0.946332283307559
"623",-55.9932014966837,0.946873550432015
"624",-55.9322277402206,0.947416230065195
"625",-55.8712539837576,0.947957140418401
"626",-55.8102802272945,0.948497885416108
"627",-55.7493064708314,0.94904062704571
"628",-55.6883327143684,0.94958104148425
"629",-55.6273589579053,0.9501229904772
"630",-55.5663852014422,0.950663123991842
"631",-55.5054114449791,0.951204314831978
"632",-55.4444376885161,0.951744959710917
"633",-55.383463932053,0.952285577242381
"634",-55.3224901755899,0.952826722525297
"635",-55.2615164191268,0.953367089579707
"636",-55.2005426626638,0.953906448172927
"637",-55.1395689062007,0.954447382901678
"638",-55.0785951497376,0.954986519065853
"639",-55.0176213932745,0.95552642877801
"640",-54.9566476368115,0.956066368341976
"641",-54.8956738803484,0.956605822945002
"642",-54.8347001238853,0.957145087299595
"643",-54.7737263674223,0.957683740656686
"644",-54.7127526109592,0.958223531713171
"645",-54.6517788544961,0.958763319322439
"646",-54.590805098033,0.95930233847847
"647",-54.52983134157,0.959841470983304
"648",-54.4688575851069,0.96038007919428
"649",-54.4078838286438,0.960918321995566
"650",-54.3469100721807,0.961458725813815
"651",-54.2859363157177,0.961996878032038
"652",-54.2249625592546,0.962535899086081
"653",-54.1639888027915,0.963075241163877
"654",-54.1030150463285,0.963614148341954
"655",-54.0420412898654,0.964152683443031
"656",-53.9810675334023,0.96469157195779
"657",-53.9200937769392,0.965229597688147
"658",-53.8591200204762,0.965769408015891
"659",-53.7981462640131,0.966307389210646
"660",-53.73717250755,0.966845892939701
"661",-53.6761987510869,0.967384814060076
"662",-53.6152249946239,0.967922840902757
"663",-53.5542512381608,0.96846363636972
"664",-53.4932774816977,0.969001721523191
"665",-53.4323037252347,0.9695407614357
"666",-53.3713299687716,0.970079930548481
"667",-53.3103562123085,0.970619318568805
"668",-53.2493824558454,0.971157869129931
"669",-53.1884086993824,0.971696530749665
"670",-53.1274349429193,0.972234951116725
"671",-53.0664611864562,0.972775279284717
"672",-53.0054874299931,0.973313827190136
"673",-52.9445136735301,0.973853608574815
"674",-52.883539917067,0.97439236415279
"675",-52.8225661606039,0.974931820736895
"676",-52.7615924041408,0.975472022282869
"677",-52.7006186476778,0.976011061187609
"678",-52.6396448912147,0.976551137918581
"679",-52.5786711347516,0.977091169380425
"680",-52.5176973782886,0.97763149112637
"681",-52.4567236218255,0.97817181600246
"682",-52.3957498653624,0.978712395442326
"683",-52.3347761088993,0.979252246403985
"684",-52.2738023524363,0.979793598574928
"685",-52.2128285959732,0.980333754139305
"686",-52.1518548395101,0.980875415795262
"687",-52.0908810830471,0.981415900346693
"688",-52.029907326584,0.981957173537203
"689",-51.9689335701209,0.982498533505699
"690",-51.9079598136578,0.983040451069752
"691",-51.8469860571948,0.983581709623253
"692",-51.7860123007317,0.984124820387163
"693",-51.7250385442686,0.984666494222765
"694",-51.6640647878055,0.985209168749269
"695",-51.6030910313425,0.985751287267341
"696",-51.5421172748794,0.986293632994031
"697",-51.4811435184163,0.986838433769722
"698",-51.4201697619532,0.987381258562021
"699",-51.3591960054902,0.987926286990437
"700",-51.2982222490271,0.988469626603542
