0.000000,-0.000003
1.000000,-0.000003
2.000000,-0.000003
3.000000,-0.000003
4.000000,-0.000003
5.000000,-0.000003
6.000000,-0.000003
7.000000,-0.000002
8.000000,-0.000002
9.000000,-0.000002
10.000000,-0.000002
11.000000,-0.000002
12.000000,-0.000002
13.000000,-0.000002
14.000000,-0.000002
15.000000,-0.000002
16.000000,-0.000002
17.000000,-0.000002
18.000000,-0.000002
19.000000,-0.000002
20.000000,-0.000002
21.000000,-0.000002
22.000000,-0.000002
23.000000,-0.000002
24.000000,-0.000002
25.000000,-0.000002
26.000000,-0.000002
27.000000,-0.000001
28.000000,-0.000001
29.000000,-0.000001
30.000000,-0.000001
31.000000,-0.000001
32.000000,-0.000001
33.000000,-0.000001
34.000000,-0.000001
35.000000,-0.000001
36.000000,-0.000001
37.000000,0.000000
38.000000,0.000000
39.000000,0.000000
40.000000,0.000000
41.000000,0.000000
42.000000,0.000000
43.000000,0.000000
44.000000,0.000000
45.000000,0.000001
46.000000,0.000001
47.000000,0.000001
48.000000,0.000002
49.000000,0.000002
50.000000,0.000002
51.000000,0.000003
52.000000,0.000003
53.000000,0.000003
54.000000,0.000004
55.000000,0.000004
56.000000,0.000004
57.000000,0.000005
58.000000,0.000005
59.000000,0.000006
60.000000,0.000006
61.000000,0.000007
62.000000,0.000007
63.000000,0.000008
64.000000,0.000008
65.000000,0.000009
66.000000,0.000009
67.000000,0.000010
68.000000,0.000010
69.000000,0.000011
70.000000,0.000011
71.000000,0.000012
72.000000,0.000012
73.000000,0.000013
74.000000,0.000014
75.000000,0.000014
76.000000,0.000015
77.000000,0.000015
78.000000,0.000016
79.000000,0.000017
80.000000,0.000017
81.000000,0.000018
82.000000,0.000019
83.000000,0.000020
84.000000,0.000020
85.000000,0.000021
86.000000,0.000022
87.000000,0.000022
88.000000,0.000023
89.000000,0.000024
90.000000,0.000025
91.000000,0.000026
92.000000,0.000026
93.000000,0.000027
94.000000,0.000028
95.000000,0.000029
96.000000,0.000030
97.000000,0.000031
98.000000,0.000031
99.000000,0.000032
100.000000,0.000033
101.000000,0.000034
102.000000,0.000035
103.000000,0.000036
104.000000,0.000037
105.000000,0.000038
106.000000,0.000039
107.000000,0.000040
108.000000,0.000041
109.000000,0.000042
110.000000,0.000043
111.000000,0.000044
112.000000,0.000045
113.000000,0.000046
114.000000,0.000047
115.000000,0.000048
116.000000,0.000049
117.000000,0.000050
118.000000,0.000051
119.000000,0.000052
120.000000,0.000053
