"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: Potential 3 (V)"
838,1.70452,3.72405,1.65324
839,1.70574,3.72405,1.65324
840,1.70574,3.72527,1.64835
841,1.70818,3.72527,1.65324
842,1.70818,3.72527,1.65812
843,1.70818,3.72527,1.65812
844,1.70696,3.72527,1.65812
845,1.7094,3.7265,1.65812
846,1.7094,3.7265,1.65812
847,1.7094,3.7265,1.65812
848,1.71184,3.7265,1.663
849,1.71184,3.7265,1.663
850,1.71306,3.72772,1.66789
851,1.71184,3.72772,1.66789
852,1.71306,3.72772,1.66789
853,1.71429,3.72772,1.66789
854,1.71551,3.72894,1.67277
855,1.71551,3.72894,1.67277
856,1.71673,3.72894,1.67277
857,1.71795,3.73016,1.67766
858,1.71917,3.73016,1.67766
859,1.71917,3.73016,1.67766
860,1.71917,3.73016,1.68254
861,1.71917,3.73016,1.68254
862,1.72039,3.73138,1.68742
863,1.72161,3.73138,1.68254
864,1.72161,3.7326,1.68742
865,1.72405,3.73138,1.68742
866,1.72405,3.7326,1.68742
867,1.72405,3.7326,1.69231
868,1.72527,3.73382,1.69231
869,1.72527,3.73382,1.69719
870,1.7265,3.73382,1.69719
871,1.72772,3.73504,1.69719
872,1.72772,3.73504,1.70208
873,1.72894,3.73504,1.70208
874,1.72894,3.73504,1.70208
875,1.72772,3.73626,1.70696
876,1.73138,3.73626,1.70696
877,1.73138,3.73626,1.70696
878,1.7326,3.73626,1.71184
879,1.7326,3.73748,1.71184
880,1.73382,3.73748,1.71184
881,1.73382,3.73871,1.71673
882,1.73626,3.73871,1.71184
883,1.73626,3.73871,1.72161
884,1.73626,3.73871,1.72161
885,1.73748,3.73871,1.7265
886,1.73748,3.73993,1.7265
887,1.73871,3.74115,1.7265
888,1.73993,3.74115,1.7265
889,1.73993,3.74115,1.73138
890,1.74237,3.74115,1.73138
891,1.74359,3.74237,1.73626
892,1.74359,3.74237,1.73626
893,1.74237,3.74237,1.73626
894,1.74481,3.74237,1.74115
895,1.74481,3.74237,1.74115
896,1.74725,3.74359,1.74115
897,1.74603,3.74359,1.74603
898,1.74847,3.74481,1.74603
899,1.74847,3.74481,1.75092
900,1.74847,3.74603,1.75092
901,1.74969,3.74481,1.7558
902,1.75092,3.74603,1.7558
903,1.75214,3.74603,1.76068
904,1.75092,3.74725,1.76068
905,1.75214,3.74725,1.76068
906,1.75458,3.74725,1.76068
907,1.75458,3.74725,1.76557
908,1.7558,3.74847,1.76557
909,1.75458,3.74847,1.76557
910,1.75702,3.74847,1.77045
911,1.75824,3.74969,1.77045
912,1.7558,3.74969,1.77534
913,1.75702,3.74969,1.77534
914,1.75946,3.74969,1.78022
915,1.79121,3.75092,1.78022
916,1.77289,3.75092,1.78022
917,1.76068,3.75092,1.78022
918,1.76313,3.75214,1.7851
919,1.76435,3.75214,1.78999
920,1.76557,3.75214,1.7851
921,1.76557,3.75336,1.78999
922,1.76679,3.75336,1.79487
923,1.8022,3.75458,1.79487
924,1.76923,3.75458,1.79976
925,1.76801,3.75458,1.79976
926,1.77045,3.7558,1.79976
927,1.77289,3.7558,1.80464
928,1.79121,3.7558,1.80952
929,1.77534,3.75702,1.80952
930,1.77656,3.75702,1.80952
931,1.77778,3.75702,1.81441
932,1.77778,3.75824,1.81929
933,1.79609,3.75824,1.81929
934,1.77656,3.75946,1.82418
935,1.78144,3.75946,1.82906
936,1.78144,3.76068,1.82906
937,1.78388,3.76068,1.82906
938,1.7851,3.76068,1.83394
939,1.78632,3.7619,1.83883
940,1.78755,3.76313,1.83883
941,1.78999,3.76313,1.84371
942,1.78999,3.76313,1.84371
943,1.79121,3.76435,1.8486
944,1.79243,3.76557,1.85348
945,1.80952,3.76557,1.85348
946,1.82784,3.76557,1.85836
947,1.79609,3.76679,1.86325
948,1.79731,3.76679,1.86325
949,1.79976,3.76801,1.86813
950,1.80098,3.76801,1.86813
951,1.8022,3.76923,1.87302
952,1.80464,3.77045,1.8779
953,1.80342,3.77045,1.88278
954,1.81074,3.77045,1.88278
955,1.8083,3.77167,1.88278
956,1.79487,3.77167,1.88767
957,1.81074,3.77289,1.89255
958,1.81197,3.77289,1.89744
959,1.81197,3.77289,1.89744
960,1.81563,3.77411,1.90232
961,1.81563,3.77534,1.90232
962,1.84982,3.77534,1.9072
963,1.81807,3.77534,1.9072
964,1.84615,3.77656,1.91209
965,1.82051,3.77778,1.91697
966,1.82051,3.77778,1.91697
967,1.82173,3.779,1.92186
968,1.82418,3.78022,1.92674
969,1.83028,3.78022,1.92674
970,1.82662,3.78022,1.93162
971,1.82784,3.78144,1.93651
972,1.82784,3.78144,1.93651
973,1.83028,3.78266,1.94139
974,1.82906,3.78266,1.94628
975,1.83272,3.78388,1.95116
976,1.83394,3.7851,1.95116
977,1.83516,3.7851,1.95604
978,1.83639,3.7851,1.95604
979,1.85714,3.78632,1.96093
980,1.83883,3.78632,1.96581
981,1.84127,3.78755,1.9707
982,1.84127,3.78755,1.9707
983,1.84371,3.78877,1.97558
984,1.84493,3.78877,1.98046
985,1.84493,3.78999,1.98046
986,1.87179,3.78999,1.98535
987,1.8486,3.79121,1.98535
988,1.8486,3.79243,1.99023
989,1.85104,3.79243,1.99512
990,1.87668,3.79365,2
991,1.85348,3.79365,2
992,1.8547,3.79487,2.00488
993,1.85592,3.79487,2.00488
994,1.85714,3.79487,2.00977
995,1.85714,3.79609,2.01465
996,1.86081,3.79609,2.01954
997,1.86081,3.79731,2.01954
998,1.86203,3.79731,2.01954
999,1.87057,3.79853,2.0293
1000,1.86325,3.79976,2.0293
1001,1.86569,3.79976,2.03419
1002,1.86813,3.79976,2.03419
1003,1.86691,3.80098,2.03907
1004,1.86935,3.8022,2.04396
1005,1.87179,3.8022,2.04396
1006,1.87302,3.8022,2.04884
1007,1.87424,3.80342,2.05372
1008,1.89621,3.80342,2.05372
1009,1.87424,3.80464,2.05861
1010,1.87668,3.80464,2.05861
1011,1.87668,3.80586,2.06349
1012,1.87912,3.80586,2.06838
1013,1.90476,3.80586,2.06838
1014,1.91453,3.80708,2.07326
1015,1.88278,3.8083,2.07815
1016,1.88278,3.8083,2.08303
1017,1.884,3.8083,2.08303
1018,1.88645,3.80952,2.08303
1019,1.89499,3.81075,2.08791
1020,1.88889,3.81075,2.0928
1021,1.89011,3.81075,2.0928
1022,1.89133,3.81197,2.09768
1023,1.89255,3.81197,2.10256
1024,1.89377,3.81319,2.10256
1025,1.89988,3.81441,2.11233
1026,1.884,3.81441,2.11233
1027,1.89744,3.81441,2.11233
1028,1.89866,3.81563,2.11233
1029,1.89866,3.81563,2.11722
1030,1.93284,3.81685,2.1221
1031,1.90232,3.81685,2.12698
1032,1.9011,3.81807,2.13187
1033,1.90354,3.81929,2.13187
1034,1.90598,3.81929,2.13675
1035,1.90965,3.81929,2.13675
1036,1.93407,3.82051,2.14164
1037,1.90965,3.82051,2.14164
1038,1.90965,3.82051,2.14652
1039,1.91209,3.82173,2.14652
1040,1.91331,3.82173,2.15629
1041,1.91331,3.82295,2.15629
1042,1.91575,3.82295,2.16117
1043,1.91697,3.82418,2.16117
1044,1.91697,3.82418,2.16606
1045,1.91941,3.82418,2.16606
1046,1.91819,3.8254,2.17094
1047,1.92063,3.82662,2.17094
1048,1.92063,3.82662,2.17583
1049,1.93529,3.82662,2.18071
1050,1.92186,3.82784,2.18559
1051,1.91209,3.82784,2.18559
1052,1.92674,3.82906,2.19048
1053,1.92674,3.82906,2.19536
1054,1.92796,3.83028,2.19536
1055,1.92918,3.83028,2.20024
1056,1.9304,3.8315,2.20024
1057,1.93407,3.8315,2.20513
1058,1.93284,3.83272,2.21001
1059,1.93284,3.83272,2.21001
1060,1.93529,3.83394,2.2149
1061,1.93773,3.83394,2.2149
1062,1.93651,3.83394,2.21978
1063,1.95849,3.83517,2.21978
1064,1.94139,3.83517,2.22955
1065,1.94139,3.83639,2.22955
1066,1.96581,3.83639,2.23443
1067,1.93773,3.83639,2.23443
1068,1.94383,3.83761,2.23932
1069,1.94506,3.83883,2.23932
1070,1.94628,3.83883,2.2442
1071,1.9475,3.83883,2.2442
1072,1.94872,3.83883,2.24908
1073,1.94872,3.84005,2.25397
1074,1.95116,3.84127,2.25397
1075,1.9536,3.84005,2.25397
1076,1.95238,3.84127,2.25885
1077,1.9536,3.84249,2.26374
1078,1.96093,3.84249,2.26862
1079,1.95482,3.84371,2.26862
1080,1.95604,3.84371,2.27351
1081,1.95849,3.84371,2.27351
1082,1.95971,3.84493,2.27839
1083,1.96215,3.84493,2.27839
1084,1.97802,3.84493,2.28327
1085,1.96337,3.84615,2.28816
1086,1.96459,3.84615,2.29304
1087,1.96581,3.84615,2.29792
1088,1.96459,3.8486,2.29792
1089,1.96703,3.8486,2.29792
1090,1.96825,3.8486,2.30281
1091,1.96948,3.84982,2.30769
1092,1.9707,3.84982,2.30769
1093,1.98413,3.84982,2.30769
1094,1.96459,3.85104,2.31258
1095,1.97314,3.85104,2.31746
1096,1.97436,3.85226,2.31746
1097,1.97558,3.85226,2.32234
1098,1.98901,3.85226,2.32234
1099,1.97802,3.85348,2.32234
1100,2.00366,3.8547,2.33211
1101,1.98046,3.8547,2.33211
1102,1.99756,3.8547,2.337
1103,1.98169,3.85592,2.337
1104,1.99512,3.85592,2.34188
1105,2.01221,3.85592,2.34188
1106,1.98535,3.85714,2.34676
1107,1.98657,3.85836,2.34676
1108,1.98779,3.85836,2.35165
1109,1.98779,3.85836,2.35653
1110,1.98901,3.85836,2.35653
1111,2.02442,3.85959,2.36142
1112,1.99145,3.85959,2.36142
1113,1.99023,3.85959,2.3663
1114,1.9939,3.86081,2.37119
1115,1.99512,3.86081,2.37119
1116,1.9939,3.86081,2.37607
1117,1.99634,3.86203,2.37607
1118,1.99634,3.86325,2.38095
1119,2.00855,3.86325,2.38095
1120,2,3.86325,2.38584
1121,1.99878,3.86325,2.39072
1122,2,3.86447,2.39072
1123,2.00122,3.86569,2.39072
1124,2.0232,3.86569,2.39561
1125,2.00366,3.86569,2.39561
1126,2.00366,3.86569,2.40049
1127,2.03297,3.86691,2.40537
1128,2.00488,3.86813,2.40537
1129,2.00855,3.86813,2.41026
1130,2.00977,3.86813,2.41026
1131,2.03663,3.86935,2.41514
1132,2.01099,3.86935,2.41514
1133,2.01099,3.86935,2.42002
1134,2.01343,3.86935,2.42491
1135,2.01465,3.87057,2.42979
1136,2.01465,3.87057,2.42979
1137,2.01465,3.87179,2.43468
1138,2.01709,3.87179,2.43468
1139,2.01343,3.87179,2.43468
1140,2.01954,3.87302,2.43956
1141,2.02076,3.87302,2.43956
1142,2.02198,3.87424,2.43956
1143,2.02076,3.87424,2.44444
1144,2.0232,3.87424,2.44933
1145,2.02686,3.87546,2.44933
1146,2.02564,3.87546,2.45421
1147,2.0232,3.87546,2.45421
1148,2.02686,3.87546,2.4591
1149,2.02686,3.87668,2.4591
1150,2.04151,3.87668,2.46398
1151,2.02808,3.8779,2.46398
1152,2.03052,3.8779,2.46887
1153,2.03297,3.8779,2.46887
1154,2.05983,3.8779,2.47375
1155,2.03297,3.87912,2.47375
1156,2.03419,3.88034,2.47863
1157,2.03541,3.88034,2.47863
1158,2.03541,3.88034,2.48352
1159,2.03663,3.88034,2.4884
1160,2.03785,3.88034,2.4884
1161,2.0464,3.88156,2.4884
1162,2.03785,3.88156,2.49329
1163,2.03907,3.88278,2.49329
1164,2.03663,3.88278,2.49329
1165,2.04274,3.88278,2.50305
1166,2.04396,3.88278,2.50305
1167,2.04396,3.88401,2.50305
1168,2.04151,3.88401,2.50794
1169,2.0464,3.88523,2.51282
1170,2.04884,3.88523,2.51282
1171,2.06349,3.88523,2.51282
1172,2.06471,3.88645,2.52259
1173,2.05006,3.88645,2.52259
1174,2.03663,3.88767,2.52747
1175,2.05128,3.88645,2.52747
1176,2.05128,3.88767,2.52747
1177,2.05494,3.88767,2.53236
1178,2.05494,3.88889,2.53236
1179,2.05494,3.88889,2.53724
1180,2.05739,3.88889,2.53724
1181,2.05861,3.89011,2.54212
1182,2.05739,3.89133,2.54212
1183,2.05983,3.89011,2.54701
1184,2.05861,3.89011,2.54701
1185,2.06105,3.89133,2.55189
1186,2.06349,3.89133,2.55189
1187,2.0928,3.89255,2.55678
1188,2.06716,3.89255,2.55678
1189,2.06471,3.89255,2.55678
1190,2.06471,3.89377,2.55678
1191,2.06105,3.89377,2.56166
1192,2.06716,3.89377,2.56655
1193,2.06716,3.89377,2.56166
1194,2.06838,3.89499,2.56655
1195,2.06716,3.89499,2.57143
1196,2.06838,3.89499,2.57143
1197,2.07082,3.89621,2.57143
1198,2.07204,3.89621,2.57631
1199,2.07326,3.89744,2.5812
1200,2.07448,3.89744,2.5812
1201,2.07326,3.89744,2.5812
1202,2.07692,3.89744,2.58608
1203,2.0757,3.89744,2.58608
1204,2.07692,3.89866,2.58608
1205,2.07692,3.89866,2.59097
1206,2.07814,3.89866,2.59097
1207,2.07814,3.89988,2.59585
1208,2.07692,3.9011,2.59585
1209,2.07937,3.9011,2.60073
1210,2.08059,3.9011,2.60562
1211,2.08181,3.9011,2.6105
1212,2.09524,3.90232,2.6105
1213,2.08547,3.90232,2.61539
1214,2.09524,3.90232,2.61539
1215,2.08669,3.90354,2.62027
1216,2.08669,3.90476,2.62027
1217,2.09646,3.90476,2.62515
1218,2.08791,3.90476,2.63004
1219,2.08913,3.90598,2.63004
1220,2.08913,3.90598,2.63492
1221,2.09158,3.90598,2.63492
1222,2.0928,3.9072,2.6398
1223,2.0928,3.9072,2.64469
1224,2.09402,3.9072,2.64469
1225,2.09768,3.90843,2.65446
1226,2.0989,3.90843,2.65446
1227,2.09768,3.90843,2.65446
1228,2.09768,3.90965,2.65934
1229,2.10012,3.90965,2.65934
1230,2.10256,3.91087,2.66423
1231,2.0928,3.91087,2.66911
1232,2.10134,3.91087,2.66423
1233,2.10256,3.91209,2.66911
1234,2.10256,3.91087,2.67399
1235,2.11233,3.91209,2.67399
1236,2.10745,3.91209,2.67888
1237,2.10623,3.91331,2.67888
1238,2.10867,3.91331,2.68376
1239,2.10745,3.91453,2.68865
1240,2.10867,3.91453,2.68865
1241,2.10989,3.91453,2.68865
1242,2.10989,3.91575,2.69353
1243,2.11477,3.91575,2.69841
1244,2.11355,3.91575,2.69841
1245,2.11477,3.91697,2.7033
1246,2.11477,3.91697,2.7033
1247,2.116,3.91697,2.7033
1248,2.11233,3.91697,2.7033
1249,2.11722,3.91819,2.70818
1250,2.13065,3.91819,2.71307
1251,2.11966,3.91819,2.71307
1252,2.11966,3.91819,2.71795
1253,2.12088,3.91941,2.71795
1254,2.12088,3.91941,2.72283
1255,2.1221,3.92063,2.72283
1256,2.12332,3.92063,2.72283
1257,2.12332,3.92063,2.72772
1258,2.12454,3.92063,2.72772
1259,2.12576,3.92186,2.7326
1260,2.12576,3.92186,2.73748
1261,2.12698,3.92308,2.73748
1262,2.14164,3.92308,2.74237
1263,2.12821,3.92308,2.74237
1264,2.12943,3.92308,2.74725
1265,2.13065,3.9243,2.74725
1266,2.13065,3.9243,2.75214
1267,2.12943,3.9243,2.75214
1268,2.13187,3.9243,2.75214
1269,2.13187,3.92552,2.75702
1270,2.14774,3.92552,2.75702
1271,2.13553,3.92552,2.76191
1272,2.13553,3.92552,2.76191
1273,2.15507,3.92552,2.76191
1274,2.13797,3.92674,2.76679
1275,2.13675,3.92674,2.77167
1276,2.13919,3.92796,2.77167
1277,2.1514,3.92796,2.77167
1278,2.14164,3.92796,2.77656
1279,2.14164,3.92796,2.77656
1280,2.14286,3.92918,2.78144
1281,2.14164,3.92918,2.78144
1282,2.1453,3.92918,2.78633
1283,2.14042,3.92918,2.78633
1284,2.1453,3.9304,2.79121
1285,2.14652,3.9304,2.79121
1286,2.14652,3.9304,2.79121
1287,2.14774,3.93162,2.79609
1288,2.15018,3.93162,2.80098
1289,2.14896,3.93285,2.80098
1290,2.15018,3.93285,2.80098
1291,2.15263,3.93285,2.80586
1292,2.1514,3.93285,2.81075
1293,2.15263,3.93285,2.81075
1294,2.15263,3.93407,2.81075
1295,2.15263,3.93407,2.81563
1296,2.15507,3.93407,2.81563
1297,2.15507,3.93529,2.82051
1298,2.15629,3.93529,2.82051
1299,2.15751,3.93651,2.8254
1300,2.15629,3.93651,2.8254
1301,2.15995,3.93651,2.83028
1302,2.15507,3.93773,2.83517
1303,2.16117,3.93773,2.83517
1304,2.16239,3.93651,2.84005
1305,2.16239,3.93773,2.84005
1306,2.15751,3.93773,2.84493
1307,2.16361,3.93773,2.84493
1308,2.16361,3.93895,2.84982
1309,2.16361,3.93895,2.84982
1310,2.16606,3.93895,2.84982
1311,2.16606,3.94017,2.8547
1312,2.17094,3.94139,2.8547
1313,2.19902,3.94139,2.85959
1314,2.1685,3.94139,2.85959
1315,2.16972,3.94139,2.86447
1316,2.16972,3.94139,2.86447
1317,2.17216,3.94261,2.86935
1318,2.17338,3.94261,2.86935
1319,2.17216,3.94261,2.86935
1320,2.1746,3.94261,2.87424
1321,2.16728,3.94383,2.87912
1322,2.18559,3.94383,2.87912
1323,2.17582,3.94506,2.88401
1324,2.21123,3.94506,2.88401
1325,2.17582,3.94506,2.88401
1326,2.21001,3.94506,2.88889
1327,2.17949,3.94506,2.89377
1328,2.18193,3.94628,2.89377
1329,2.18071,3.94628,2.89377
1330,2.18193,3.94628,2.89377
1331,2.18193,3.94628,2.89866
1332,2.18315,3.9475,2.90354
1333,2.18315,3.94872,2.90354
1334,2.18559,3.94872,2.90843
1335,2.18559,3.94872,2.90843
1336,2.18681,3.94872,2.91331
1337,2.18926,3.94994,2.91331
1338,2.18926,3.94994,2.91331
1339,2.18803,3.94994,2.91819
1340,2.18926,3.94994,2.91819
1341,2.18926,3.95116,2.92308
1342,2.1917,3.95116,2.92308
1343,2.1917,3.95116,2.92796
1344,2.18681,3.95238,2.92796
1345,2.19414,3.95238,2.93285
1346,2.19414,3.95238,2.93285
1347,2.22466,3.95238,2.93773
1348,2.19536,3.95238,2.93773
1349,2.19658,3.9536,2.94261
1350,2.1978,3.9536,2.94261
1351,2.19658,3.9536,2.94261
1352,2.19902,3.9536,2.94261
1353,2.1917,3.95482,2.9475
1354,2.19902,3.95482,2.95238
1355,2.20024,3.95482,2.95238
1356,2.22833,3.95604,2.95727
1357,2.20147,3.95604,2.95727
1358,2.21001,3.95604,2.95727
1359,2.20391,3.95604,2.96215
1360,2.20879,3.95604,2.96215
1361,2.20513,3.95727,2.96215
1362,2.19536,3.95727,2.96703
1363,2.20513,3.95849,2.96703
1364,2.20635,3.95849,2.97192
1365,2.20757,3.95727,2.97192
1366,2.21245,3.95849,2.9768
1367,2.21001,3.95849,2.9768
1368,2.23565,3.95971,2.98169
1369,2.21123,3.95971,2.98657
1370,2.21245,3.95971,2.98169
1371,2.21245,3.95971,2.98657
1372,2.21368,3.96093,2.98657
1373,2.2149,3.96093,2.99145
1374,2.2149,3.96093,2.99145
1375,2.21612,3.96093,2.99634
1376,2.2149,3.96215,2.99145
1377,2.21612,3.96215,2.99634
1378,2.21734,3.96215,2.99634
1379,2.21612,3.96215,3.00122
1380,2.21856,3.96337,3.00611
1381,2.21856,3.96337,3.00611
1382,2.23565,3.96337,3.01099
1383,2.24786,3.96337,3.00611
1384,2.20513,3.96459,3.01099
1385,2.22222,3.96459,3.01587
1386,2.22222,3.96459,3.01587
1387,2.22344,3.96581,3.02076
1388,2.22466,3.96459,3.02076
1389,2.22344,3.96581,3.02076
1390,2.22466,3.96581,3.02564
1391,2.22589,3.96581,3.02564
1392,2.2442,3.96581,3.03053
1393,2.22833,3.96703,3.03053
1394,2.22833,3.96703,3.03053
1395,2.22955,3.96825,3.03541
1396,2.22955,3.96825,3.03541
1397,2.22955,3.96825,3.03541
1398,2.22955,3.96948,3.04029
1399,2.23199,3.96948,3.04029
1400,2.23199,3.9707,3.04518
1401,2.23199,3.9707,3.04518
1402,2.26252,3.9707,3.04518
1403,2.23443,3.9707,3.05006
1404,2.23687,3.97192,3.05006
1405,2.23565,3.97192,3.05495
1406,2.22222,3.97192,3.05495
1407,2.24908,3.97192,3.05983
1408,2.23687,3.97314,3.05983
1409,2.24054,3.97314,3.05983
1410,2.2381,3.97314,3.06471
1411,2.24054,3.97314,3.06471
1412,2.24054,3.97436,3.06471
1413,2.24664,3.97314,3.0696
1414,2.24054,3.97436,3.0696
1415,2.24298,3.97436,3.07448
1416,2.24176,3.97558,3.07448
1417,2.2442,3.97558,3.07937
1418,2.24298,3.97558,3.07937
1419,2.24542,3.97558,3.07937
1420,2.2442,3.9768,3.08425
1421,2.24542,3.9768,3.08425
1422,2.24664,3.97802,3.08425
1423,2.24786,3.97802,3.08913
1424,2.24786,3.97802,3.08913
1425,2.25031,3.97802,3.09402
1426,2.24908,3.97924,3.09402
1427,2.24908,3.97924,3.09402
1428,2.25031,3.97924,3.0989
1429,2.28571,3.97924,3.0989
1430,2.25031,3.97924,3.0989
1431,2.25153,3.97924,3.10379
1432,2.25275,3.97924,3.10379
1433,2.25397,3.98046,3.10379
1434,2.25397,3.98046,3.10867
1435,2.25641,3.98046,3.10867
1436,2.25397,3.98046,3.11355
1437,2.25641,3.98169,3.11355
1438,2.25153,3.98169,3.11844
1439,2.25641,3.98169,3.11844
1440,2.25763,3.98169,3.11844
1441,2.25763,3.98169,3.12332
1442,2.26007,3.98291,3.12332
1443,2.26007,3.98291,3.12821
1444,2.26129,3.98291,3.12821
1445,2.26007,3.98291,3.13309
1446,2.26129,3.98413,3.13309
1447,2.26252,3.98413,3.13309
1448,2.26374,3.98413,3.13797
1449,2.26374,3.98535,3.13797
1450,2.26374,3.98535,3.13797
1451,2.26496,3.98535,3.14286
1452,2.27839,3.98535,3.14286
1453,2.26618,3.98535,3.14774
1454,2.2674,3.98535,3.14774
1455,2.2674,3.98657,3.14774
1456,2.26984,3.98657,3.15263
1457,2.26862,3.98657,3.15263
1458,2.26984,3.98657,3.15263
1459,2.26984,3.98779,3.15751
1460,2.26984,3.98779,3.15751
1461,2.26862,3.98779,3.16239
1462,2.25275,3.98779,3.16239
1463,2.2735,3.98779,3.16239
1464,2.2735,3.98901,3.16728
1465,2.30525,3.98901,3.16728
1466,2.27228,3.98901,3.17216
1467,2.2906,3.98901,3.17216
1468,2.27473,3.99023,3.17705
1469,2.27595,3.99023,3.17705
1470,2.27717,3.99023,3.17705
1471,2.27595,3.99023,3.18193
1472,2.27717,3.99145,3.18193
1473,2.27961,3.99145,3.18193
1474,2.27839,3.99145,3.18681
1475,2.28083,3.99145,3.18681
1476,2.3138,3.99145,3.18681
1477,2.30037,3.99145,3.1917
1478,2.28327,3.99267,3.1917
1479,2.28205,3.99267,3.19658
1480,2.28083,3.99267,3.19658
1481,2.28327,3.99267,3.19658
1482,2.28571,3.99267,3.20147
1483,2.28327,3.99267,3.20147
1484,2.28449,3.9939,3.20147
1485,2.28694,3.99512,3.20635
1486,2.28694,3.9939,3.20635
1487,2.28816,3.9939,3.21123
1488,2.28694,3.99512,3.21123
1489,2.2906,3.99512,3.21123
1490,2.28816,3.99512,3.21123
1491,2.28816,3.99512,3.21612
1492,2.28938,3.99634,3.21612
1493,2.2906,3.99634,3.221
1494,2.2906,3.99634,3.221
1495,2.29182,3.99634,3.221
1496,2.29304,3.99634,3.221
1497,2.29304,3.99756,3.22589
1498,2.29304,3.99756,3.22589
1499,2.29304,3.99756,3.23077
1500,2.29426,3.99878,3.23077
1501,2.29548,3.99878,3.23565
1502,2.29548,3.99756,3.23565
1503,2.29548,3.99878,3.23565
1504,2.29915,3.99878,3.24054
1505,2.2967,3.99878,3.24054
1506,2.29792,3.99878,3.24054
1507,2.29792,3.99878,3.24542
1508,2.29792,4,3.24542
1509,2.30281,4,3.24542
1510,2.30037,4,3.25031
1511,2.30159,4.00122,3.25031
1512,2.30037,4,3.25519
1513,2.29915,4.00122,3.25519
1514,2.30159,4.00122,3.25519
1515,2.30403,4.00122,3.26007
1516,2.30403,4.00244,3.26007
1517,2.30525,4.00244,3.26007
1518,2.30647,4.00244,3.26496
1519,2.30525,4.00244,3.26496
1520,2.30647,4.00244,3.26496
1521,2.30647,4.00366,3.26984
1522,2.31013,4.00244,3.26984
1523,2.30891,4.00366,3.26984
1524,2.30769,4.00366,3.27473
1525,2.30891,4.00366,3.27473
1526,2.30891,4.00488,3.27961
1527,2.30891,4.00488,3.27961
1528,2.31013,4.00488,3.27961
1529,2.3138,4.00488,3.28449
1530,2.31136,4.00488,3.28449
1531,2.31502,4.00488,3.28449
1532,2.3138,4.0061,3.28938
1533,2.3138,4.0061,3.28938
1534,2.3138,4.0061,3.28938
1535,2.3138,4.0061,3.29426
1536,2.3138,4.0061,3.29426
1537,2.31502,4.0061,3.29426
1538,2.31624,4.00733,3.29915
1539,2.32234,4.00733,3.30403
1540,2.31624,4.00733,3.30403
1541,2.31868,4.00733,3.30403
1542,2.31868,4.00733,3.30403
1543,2.31868,4.00855,3.30403
1544,2.3199,4.00733,3.30891
1545,2.3199,4.00855,3.30891
1546,2.32112,4.00855,3.30891
1547,2.32112,4.00855,3.3138
1548,2.32112,4.00855,3.3138
1549,2.3199,4.00977,3.3138
1550,2.32234,4.00977,3.31868
1551,2.32357,4.00977,3.31868
1552,2.32479,4.00977,3.32357
1553,2.32479,4.00977,3.32357
1554,2.34188,4.01099,3.32357
1555,2.32723,4.00977,3.32357
1556,2.32723,4.01099,3.32845
1557,2.32723,4.01099,3.32845
1558,2.32601,4.01099,3.33333
1559,2.32723,4.01221,3.33333
1560,2.32723,4.01221,3.33333
1561,2.32601,4.01099,3.33822
1562,2.32967,4.01221,3.33822
1563,2.32967,4.01221,3.33822
1564,2.33089,4.01221,3.3431
1565,2.33333,4.01343,3.3431
1566,2.33089,4.01343,3.3431
1567,2.33211,4.01343,3.34799
1568,2.33333,4.01343,3.34799
1569,2.33211,4.01465,3.35287
1570,2.33455,4.01465,3.35287
1571,2.33333,4.01465,3.35287
1572,2.33578,4.01465,3.35775
1573,2.33578,4.01465,3.35775
1574,2.33455,4.01465,3.35775
1575,2.337,4.01587,3.36264
1576,2.337,4.01587,3.36264
1577,2.33822,4.01587,3.36264
1578,2.337,4.01465,3.36264
1579,2.34921,4.01709,3.36752
1580,2.33944,4.01587,3.36752
1581,2.33944,4.01709,3.37241
1582,2.33822,4.01709,3.37241
1583,2.33578,4.01709,3.37241
1584,2.34188,4.01709,3.37241
1585,2.34188,4.01832,3.37729
1586,2.34554,4.01709,3.37729
1587,2.37363,4.01709,3.37729
1588,2.34432,4.01832,3.37729
1589,2.34432,4.01832,3.38217
1590,2.33822,4.01954,3.38706
1591,2.34554,4.01832,3.38706
1592,2.34554,4.01832,3.38706
1593,2.34676,4.01954,3.38706
1594,2.35775,4.01954,3.38706
1595,2.34799,4.01954,3.39194
1596,2.34676,4.01954,3.39194
1597,2.34921,4.01954,3.39683
1598,2.34921,4.02076,3.39683
1599,2.35043,4.02076,3.39683
1600,2.34799,4.02076,3.40171
1601,2.34921,4.02076,3.40171
1602,2.35165,4.02076,3.40171
1603,2.35165,4.02076,3.40171
1604,2.35165,4.02198,3.40659
1605,2.33578,4.02076,3.41148
1606,2.35287,4.02198,3.41148
1607,2.35409,4.02198,3.41148
1608,2.35409,4.02198,3.41636
1609,2.35653,4.02198,3.41636
1610,2.35531,4.02198,3.41636
1611,2.38339,4.0232,3.41636
1612,2.35531,4.0232,3.42125
1613,2.35653,4.0232,3.42125
1614,2.38584,4.0232,3.42125
1615,2.35653,4.0232,3.42125
1616,2.35775,4.02442,3.42125
1617,2.35775,4.02442,3.42613
1618,2.35775,4.02442,3.42613
1619,2.35897,4.02442,3.43101
1620,2.3602,4.02442,3.4359
1621,2.3602,4.02442,3.43101
1622,2.3602,4.02442,3.4359
