"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: Potential 3 (V)"
2398,2.89377,4.10379,4.91575
2399,2.86813,4.10379,4.91575
2400,2.84615,4.10256,4.92064
2401,2.84615,4.10134,4.92064
2402,2.84737,4.10256,4.92552
2403,2.8486,4.10134,4.9304
2404,2.54212,4.10012,4.9304
2405,2.86203,4.10012,4.93529
2406,2.85226,4.0989,4.93529
2407,2.83394,4.09768,4.93529
2408,2.85226,4.09768,4.93529
2409,2.85348,4.09768,4.94506
2410,2.85348,4.09646,4.94017
2411,2.8547,4.09524,4.94506
2412,2.84371,4.09524,4.94506
2413,2.85836,4.09402,4.94994
2414,2.85714,4.09402,4.94994
2415,2.53968,4.0928,4.95482
2416,2.85959,4.0928,4.95482
2417,2.85836,4.09158,4.95482
2418,2.85714,4.09158,4.95971
2419,2.86325,4.09035,4.95971
2420,2.85836,4.08791,4.96459
2421,2.86325,4.08913,4.95971
2422,2.86447,4.08791,4.96459
2423,2.90354,4.08791,4.96459
2424,2.86691,4.08669,4.96948
2425,2.86569,4.08547,4.96948
2426,2.90232,4.08425,4.96948
2427,2.86935,4.08303,4.97436
2428,2.86813,4.08303,1.99512
2429,2.86813,4.08181,1.99023
2430,2.87179,4.08181,1.99023
2431,2.87179,4.08059,1.99512
2432,2.9304,4.07937,1.99512
2433,2.87302,4.07814,1.99512
2434,2.87546,4.07814,1.99512
2435,2.87302,4.07814,2
2436,2.87546,4.07692,1.99512
2437,2.91453,4.07692,1.99512
2438,2.8779,4.0757,1.99512
2439,2.84371,4.0757,2
2440,2.88034,4.07448,2
2441,2.88034,4.07448,2
2442,2.8779,4.07326,2
2443,2.86813,4.07204,2
2444,2.88278,4.07082,2
2445,2.88278,4.0696,2
2446,2.88401,4.0696,2
2447,2.63492,4.06838,2.00488
2448,2.84982,4.06716,2.00488
2449,2.55922,4.06716,2.00488
2450,2.88767,4.06593,2.00488
2451,2.88523,4.06471,2.00977
2452,2.88889,4.06227,2.00488
2453,2.88889,4.06227,2.00488
2454,2.89011,4.06105,2.00488
2455,2.88278,4.05983,2.00977
2456,2.64835,4.05861,2.00977
2457,2.89255,4.05861,2.00977
2458,2.79243,4.05739,2.00488
2459,2.94994,4.05617,2.00977
2460,2.89499,4.05494,2.01465
2461,2.80098,4.05372,2.00977
2462,2.79609,4.05372,2.00977
2463,2.89744,4.05128,2.00977
2464,2.89744,4.05006,2.00977
2465,2.86447,4.05006,2.00977
2466,2.9011,4.04762,2.01465
2467,2.9011,4.04762,2.01465
2468,2.89988,4.0464,2.01465
2469,2.90354,4.0464,2.01465
2470,2.90232,4.04518,2.01465
2471,2.88523,4.04396,2.01465
2472,2.90354,4.04274,2.01465
2473,2.90598,4.04151,2.01954
2474,2.90476,4.04029,2.01465
2475,2.9072,4.03907,2.01465
2476,2.9072,4.03907,2.01465
2477,2.88889,4.03663,2.01954
2478,2.9536,4.03541,2.01954
2479,2.88401,4.03419,2.01954
2480,2.88034,4.03297,2.01954
2481,2.90965,4.03175,2.01954
2482,2.91209,4.03053,2.02442
2483,2.65324,4.0293,2.01954
2484,2.91453,4.0293,2.01954
2485,2.91209,4.02808,2.01954
2486,2.9072,4.02686,2.01954
2487,2.83028,4.02564,2.01954
2488,2.91575,4.02442,2.01954
2489,2.91697,4.02442,2.02442
2490,2.91697,4.02198,2.02442
2491,2.91819,4.02076,2.02442
2492,2.91819,4.01954,2.02442
2493,2.91941,4.01832,2.02442
2494,2.92063,4.01587,2.02442
2495,2.92063,4.01587,2.02442
2496,2.90354,4.01465,2.02442
2497,2.92186,4.01343,2.02442
2498,2.92308,4.01221,2.0293
2499,2.92186,4.01099,2.02442
2500,2.92552,4.00977,2.02442
2501,2.92063,4.00855,2.02442
2502,2.78388,4.0061,2.02442
2503,2.88523,4.00488,2.0293
2504,2.92552,4.00488,2.02442
2505,2.92796,4.00366,2.02442
2506,2.88767,4.00122,2.02442
2507,2.92918,4.00122,2.0293
2508,2.92918,4,2.0293
2509,2.9304,3.99878,2.0293
2510,2.93162,3.99756,2.0293
2511,2.98535,3.99634,2.0293
2512,2.93285,3.9939,2.0293
2513,2.99145,3.99267,2.0293
2514,2.9304,3.99145,2.0293
2515,2.73626,3.99023,2.0293
2516,2.99023,3.98901,2.0293
2517,2.9939,3.98779,2.0293
2518,2.93651,3.98657,2.0293
2519,2.93651,3.98535,2.0293
2520,2.93773,3.98413,2.0293
2521,2.94017,3.98291,2.03419
2522,2.9939,3.98169,2.0293
2523,2.94017,3.98046,2.0293
2524,2.93651,3.97802,2.03419
2525,2.94383,3.9768,2.0293
2526,2.94139,3.97558,2.03419
2527,2.94261,3.97436,2.0293
2528,2.94383,3.97192,2.03419
2529,2.9475,3.9707,2.0293
2530,2.93651,3.96825,2.0293
2531,2.93895,3.96703,2.03419
2532,2.9475,3.96459,2.03419
2533,3,3.96337,2.03419
2534,2.93407,3.96093,2.03419
2535,2.65446,3.95849,2.03419
2536,2.90843,3.95727,2.03419
2537,2.65568,3.95482,2.03419
2538,2.95482,3.95238,2.03419
2539,2.94872,3.95116,2.03419
2540,2.95604,3.94872,2.03419
2541,2.95727,3.94628,2.03419
2542,2.95849,3.94383,2.03419
2543,2.95238,3.94139,2.03419
2544,2.96215,3.93895,2.03419
2545,2.96215,3.93651,2.0293
2546,2.93651,3.93407,2.03419
2547,2.99634,3.93162,2.03419
2548,2.81563,3.92918,2.03419
2549,2.96825,3.92674,2.03419
2550,2.96703,3.9243,2.03419
2551,2.96825,3.92186,2.03419
2552,2.96948,3.91819,2.03419
2553,2.97192,3.91697,2.03419
2554,2.97192,3.91331,2.03419
2555,2.9707,3.91087,2.03419
2556,2.97558,3.9072,2.03419
2557,2.97436,3.90476,2.03419
2558,2.9768,3.9011,2.0293
2559,2.97558,3.89866,2.03419
2560,2.95604,3.89621,2.0293
2561,3.00366,3.89377,2.03419
2562,2.8022,3.88889,2.0293
2563,2.99634,3.88645,2.0293
2564,2.98413,3.88401,2.0293
2565,2.98413,3.88034,2.0293
2566,2.92796,3.8779,2.03419
2567,3.0525,3.87546,2.0293
2568,2.81563,3.87179,2.0293
2569,2.98901,3.86935,2.0293
2570,2.98901,3.86569,2.0293
2571,2.99145,3.86325,2.0293
2572,2.99145,3.85959,2.02442
2573,3.04884,3.85592,2.0293
2574,2.98779,3.85226,2.0293
2575,2.99512,3.84982,2.0293
2576,2.99634,3.84615,2.02442
2577,2.99756,3.84371,2.02442
2578,2.99878,3.84005,2.02442
2579,3,3.83639,2.02442
2580,3.00244,3.83272,2.02442
2581,3.00244,3.82906,2.02442
2582,3.00366,3.8254,2.02442
2583,3.00488,3.82173,2.01954
2584,3.00611,3.81807,2.01954
2585,3.00733,3.81441,2.01954
2586,3.00855,3.81075,2.01954
2587,3.01099,3.80586,2.01954
2588,3.01221,3.8022,2.01954
2589,3.01343,3.79731,2.01465
2590,3.01343,3.79243,2.01465
2591,3.01587,3.78877,2.01954
2592,3.01832,3.7851,2.01954
2593,3.01954,3.78022,2.01465
2594,3.02076,3.77534,2.01465
2595,3.0232,3.77045,2.01465
2596,3.02442,3.76557,2.01465
2597,3.02442,3.76068,2.00977
2598,3.02808,3.7558,2.00977
2599,3.0293,3.75092,2.00977
2600,3.03053,3.74603,2.00488
2601,3.03175,3.74115,2.00488
2602,3.03419,3.73626,2
2603,3.03419,3.73016,2
2604,3.03541,3.72527,2
2605,3.03907,3.71917,2.00488
2606,3.04029,3.71429,2
2607,3.04151,3.70818,1.99512
2608,3.04151,3.7033,1.99512
2609,3.04396,3.69719,1.99023
2610,3.04518,3.69109,1.99023
2611,3.04518,3.68498,1.99023
2612,3.04884,3.6801,1.99023
2613,3.05128,3.67399,1.98535
2614,3.0525,3.66789,1.98535
2615,3.05372,3.66178,1.98046
2616,3.05372,3.65568,1.98046
2617,3.05739,3.64957,1.97558
2618,3.05739,3.64347,1.97558
2619,3.05983,3.63736,1.97558
2620,3.05983,3.63126,1.9707
2621,3.06227,3.62515,1.9707
2622,3.06349,3.61905,1.96581
2623,3.06593,3.61172,1.96581
2624,3.06716,3.60562,1.96581
2625,3.06838,3.59951,1.96093
2626,3.06838,3.59341,1.95604
2627,3.07082,3.5873,1.95604
2628,3.07326,3.5812,1.95604
2629,3.07448,3.57387,1.95116
2630,3.0757,3.56777,1.94628
2631,3.07692,3.56166,1.94139
2632,3.07814,3.55556,1.94628
2633,3.08059,3.54823,1.94628
2634,3.08181,3.5409,1.94139
2635,3.08303,3.53602,1.93651
2636,3.08547,3.52869,1.93162
2637,3.08547,3.52137,1.93162
2638,3.08669,3.51526,1.92674
2639,3.08913,3.50916,1.92674
2640,3.08913,3.50183,1.92186
2641,3.09158,3.49573,1.92186
2642,3.0928,3.48962,1.91697
2643,3.09402,3.4823,1.91697
2644,3.09524,3.47253,1.91209
2645,3.09768,3.46642,1.9072
2646,3.09768,3.46032,1.9072
2647,3.10012,3.45299,1.90232
2648,3.10134,3.44689,1.89744
2649,3.10256,3.44078,1.89744
2650,3.10379,3.43346,1.89255
2651,3.10501,3.42735,1.88767
2652,3.10745,3.42002,1.88767
2653,3.10867,3.41392,1.88278
2654,3.10867,3.40781,1.8779
2655,3.11111,3.40171,1.8779
2656,3.11233,3.39438,1.87302
2657,3.11355,3.38828,1.87302
2658,3.11355,3.38217,1.87302
2659,3.11722,3.37485,1.86325
2660,3.11844,3.36996,1.86325
2661,3.11966,3.36264,1.85836
2662,3.1221,3.35653,1.85348
2663,3.1221,3.35409,1.85348
2664,3.1221,3.34799,1.8486
2665,3.12454,3.34066,1.84371
2666,3.12454,3.33455,1.84371
2667,3.12576,3.32845,1.83883
2668,3.12821,3.32234,1.83883
2669,3.12943,3.31624,1.82906
2670,3.13065,3.31136,1.82906
2671,3.13065,3.30403,1.82906
2672,3.13309,3.29792,1.82418
2673,3.13431,3.29182,1.81929
2674,3.13553,3.28694,1.81441
2675,3.13675,3.27961,1.81441
2676,3.13675,3.2735,1.80952
2677,3.13919,3.2674,1.80952
2678,3.14042,3.26252,1.79976
2679,3.14164,3.25641,1.79976
2680,3.14286,3.25031,1.79487
2681,3.14408,3.2442,1.78999
2682,3.1453,3.2381,1.7851
2683,3.14652,3.23321,1.7851
2684,3.14774,3.22711,1.78022
2685,3.14896,3.22222,1.78022
2686,3.15018,3.21612,1.77534
2687,3.15263,3.21001,1.77045
2688,3.1514,3.20513,1.76557
2689,3.15385,3.19902,1.76557
2690,3.15385,3.19414,1.76068
2691,3.15629,3.16484,1.76068
2692,3.15507,3.15507,1.7558
2693,3.15751,3.15018,1.75092
2694,3.15751,3.1453,1.74115
2695,3.15995,3.13919,1.74115
2696,3.16239,3.13431,1.74115
2697,3.16361,3.12821,1.73626
2698,3.16361,3.12454,1.73626
2699,3.16484,3.11966,1.73138
2700,3.16484,3.11477,1.7265
2701,3.16484,3.10867,1.72161
2702,3.16728,3.10745,1.72161
2703,3.16972,3.09768,1.72161
2704,3.17094,3.0928,1.71184
2705,3.17094,3.08791,1.71184
2706,3.17216,3.08303,1.70696
2707,3.17338,3.07814,1.70696
2708,3.17338,3.07204,1.69719
2709,3.17705,3.06838,1.69719
2710,3.17705,3.06349,1.68742
2711,3.17705,3.05983,1.68742
2712,3.17705,3.05372,1.68742
2713,3.17949,3.05006,1.68254
2714,3.18193,3.04396,1.67277
2715,3.18193,3.03907,1.67277
2716,3.18315,3.03419,1.66789
2717,3.18559,3.0293,1.663
2718,3.18559,3.02442,1.663
2719,3.18681,3.01954,1.65812
2720,3.18803,3.01343,1.65324
2721,3.18926,3.00977,1.64835
2722,3.19048,3.00366,1.64347
2723,3.1917,2.99878,1.64347
2724,3.1917,2.9939,1.63858
2725,3.19414,2.98901,1.63858
2726,3.19414,2.98535,1.6337
2727,3.19658,2.98046,1.62882
2728,3.1978,2.97558,1.62393
2729,3.1978,2.9707,1.62393
2730,3.19902,2.96581,1.61905
2731,3.20024,2.96215,1.61416
2732,3.20147,2.95727,1.60928
2733,3.20391,2.95238,1.6044
2734,3.20391,2.9475,1.6044
2735,3.20391,2.94383,1.59951
2736,3.20635,2.93895,1.59463
2737,3.20513,2.93529,1.58974
2738,3.20635,2.9304,1.58974
2739,3.21001,2.92674,1.58486
2740,3.21001,2.92186,1.57998
2741,3.21001,2.91697,1.57509
2742,3.21123,2.91331,1.57509
2743,3.21245,2.90965,1.56532
2744,3.2149,2.90476,1.56532
2745,3.21368,2.9011,1.56044
2746,3.21612,2.89621,1.56044
2747,3.21612,2.89255,1.55067
2748,3.21734,2.88889,1.55067
2749,3.21856,2.88401,1.55067
2750,3.21978,2.88034,1.54579
2751,3.21978,2.87668,1.5409
2752,3.221,2.87179,1.53602
2753,3.22222,2.86813,1.53114
2754,3.22344,2.86447,1.53114
2755,3.22466,2.86081,1.52625
2756,3.22589,2.85714,1.52625
2757,3.22711,2.85348,1.51648
2758,3.22711,2.84982,1.51648
2759,3.22955,2.84615,1.5116
2760,3.22955,2.84249,1.5116
2761,3.23077,2.84005,1.50672
2762,3.23199,2.83639,1.50183
2763,3.23199,2.83394,1.49695
2764,3.23443,2.8254,1.49695
2765,3.23321,2.84005,1.49206
2766,3.23687,2.83639,1.48718
2767,3.23687,2.83272,1.48718
2768,3.2381,2.82906,1.4823
2769,3.23932,2.8254,1.47741
2770,3.23932,2.82295,1.47741
2771,3.24054,2.81929,1.47253
2772,3.24176,2.81563,1.46764
2773,3.24054,2.81197,1.46764
2774,3.2442,2.7851,1.46276
2775,3.2442,2.78266,1.45788
2776,3.2442,2.779,1.45299
2777,3.24664,2.77656,1.44811
2778,3.24664,2.77167,1.44811
2779,3.24786,2.76923,1.44322
2780,3.25031,2.76557,1.44322
2781,3.24908,2.7619,1.43834
2782,3.25153,2.75824,1.43346
2783,3.25153,2.7558,1.43346
2784,3.25153,2.75214,1.42857
2785,3.25397,2.75092,1.42369
2786,3.25519,2.74725,1.4188
2787,3.25641,2.74359,1.41392
2788,3.25641,2.74115,1.40904
2789,3.25763,2.73748,1.40904
2790,3.25763,2.73504,1.40415
2791,3.26007,2.73138,1.39927
2792,3.26129,2.72772,1.39438
2793,3.26252,2.72405,1.39438
2794,3.26374,2.72161,1.3895
2795,3.26496,2.71795,1.38462
2796,3.26496,2.71551,1.38462
2797,3.26496,2.71184,1.37485
2798,3.26862,2.70818,1.37485
2799,3.26984,2.70452,1.36996
2800,3.27106,2.70085,1.36508
2801,3.27106,2.69841,1.36508
2802,3.27106,2.69475,1.35531
2803,3.2735,2.69231,1.35531
2804,3.2735,2.68864,1.35043
2805,3.27595,2.6862,1.34554
2806,3.27595,2.68254,1.34066
2807,3.27717,2.67888,1.34066
2808,3.27839,2.67643,1.33578
2809,3.27961,2.67399,1.33089
2810,3.28083,2.67033,1.32601
2811,3.28205,2.66667,1.32112
2812,3.28205,2.66422,1.32112
2813,3.28449,2.66056,1.31624
2814,3.28571,2.65812,1.31136
2815,3.28694,2.65568,1.30647
2816,3.28694,2.65201,1.30647
2817,3.28816,2.64957,1.30159
2818,3.28938,2.64591,1.30159
2819,3.28938,2.64347,1.2967
2820,3.2906,2.6398,1.29182
2821,3.29182,2.63614,1.28205
2822,3.29182,2.63492,1.28205
2823,3.29426,2.63126,1.27717
2824,3.2967,2.62882,1.27228
2825,3.2967,2.62637,1.27228
2826,3.29792,2.62271,1.2674
2827,3.29915,2.62027,1.26252
2828,3.30037,2.61783,1.25763
2829,3.29915,2.61416,1.25275
2830,3.30281,2.61294,1.25275
2831,3.30403,2.60928,1.24298
2832,3.30403,2.6044,1.24298
2833,3.30525,2.60073,1.23321
2834,3.30647,2.59829,1.23321
2835,3.30891,2.59463,1.22833
2836,3.30891,2.59341,1.22833
2837,3.31136,2.59096,1.22344
2838,3.31136,2.58852,1.21856
2839,3.31136,2.58486,1.21368
2840,3.3138,2.58242,1.20879
2841,3.31502,2.57998,1.20391
2842,3.31624,2.57753,1.20391
2843,3.31868,2.57509,1.19902
2844,3.31868,2.57265,1.19414
2845,3.31868,2.57021,1.18926
2846,3.32112,2.56654,1.18437
2847,3.32112,2.56532,1.18437
2848,3.32357,2.56166,1.17949
2849,3.32357,2.55922,1.1746
2850,3.32479,2.55678,1.16972
2851,3.32479,2.55556,1.16972
2852,3.32723,2.55311,1.16484
2853,3.32967,2.55067,1.15995
2854,3.32845,2.54823,1.15507
2855,3.32967,2.54579,1.15018
2856,3.33211,2.54335,1.1453
2857,3.33333,2.54212,1.1453
2858,3.33211,2.53968,1.14042
2859,3.337,2.53724,1.13553
2860,3.33455,2.53602,1.13065
2861,3.33578,2.53236,1.13065
2862,3.33822,2.53114,1.12088
2863,3.33822,2.52991,1.12088
2864,3.33822,2.52747,1.116
2865,3.3431,2.52503,1.11111
2866,3.34188,2.52259,1.10623
2867,3.34432,2.52137,1.10623
2868,3.34432,2.51893,1.10134
2869,3.34676,2.51648,1.09646
2870,3.34799,2.51526,1.09646
2871,3.34799,2.51282,1.08669
2872,3.35043,2.51038,1.08181
2873,3.35165,2.50794,1.08181
2874,3.35287,2.50672,1.07692
2875,3.35409,2.50549,1.07204
2876,3.35531,2.50305,1.07204
2877,3.35653,2.50061,1.06716
2878,3.35653,2.49939,1.05739
2879,3.35897,2.49695,1.05739
2880,3.3602,2.49573,1.0525
2881,3.36264,2.49328,1.0525
2882,3.36142,2.49206,1.04274
2883,3.36386,2.48962,1.04274
2884,3.36508,2.4884,1.03785
2885,3.3663,2.48596,1.03297
2886,3.36752,2.48474,1.02808
2887,3.36874,2.4823,1.02808
2888,3.36874,2.48107,1.01832
2889,3.37118,2.47985,1.01832
2890,3.37363,2.47741,1.01343
2891,3.37363,2.47619,1.00855
2892,3.37485,2.47497,1.00366
2893,3.37607,2.47253,0.998779
2894,3.37729,2.47131,0.998779
2895,3.37851,2.46886,0.993896
2896,3.37973,2.46764,0.989012
2897,3.38217,2.46642,0.984128
2898,3.38339,2.4652,0.984128
2899,3.38339,2.46398,0.979243
2900,3.38584,2.46154,0.97436
2901,3.38706,2.4591,0.97436
2902,3.38828,2.4591,0.969476
2903,3.39072,2.45665,0.964592
2904,3.3895,2.45543,0.959707
2905,3.39072,2.45421,0.954823
2906,3.39316,2.45299,0.954823
2907,3.39316,2.45177,0.94994
2908,3.3956,2.44933,0.940171
2909,3.39683,2.44933,0.945056
2910,3.39683,2.44811,0.940171
2911,3.39927,2.44567,0.935287
2912,3.40049,2.44567,0.930404
2913,3.40049,2.44444,0.92552
2914,3.40171,2.44322,0.92552
2915,3.40415,2.442,0.920635
2916,3.40537,2.44078,0.915751
2917,3.40659,2.43956,0.915751
2918,3.40781,2.43834,0.905984
2919,3.41026,2.43712,0.905984
2920,3.41026,2.4359,0.905984
2921,3.41026,2.43468,0.901099
2922,3.4127,2.43346,0.896215
2923,3.41392,2.43346,0.896215
2924,3.41514,2.43223,0.886448
2925,3.41636,2.43101,0.881563
2926,3.41758,2.42979,0.881563
2927,3.41758,2.42857,0.876679
2928,3.4188,2.42735,0.876679
2929,3.42125,2.42735,0.871796
2930,3.42125,2.42613,0.866912
2931,3.42247,2.42491,0.866912
2932,3.42491,2.42369,0.862027
2933,3.42613,2.42369,0.862027
2934,3.42613,2.42247,0.857143
2935,3.42735,2.42125,0.85226
2936,3.42857,2.42125,0.85226
2937,3.42979,2.42002,0.847376
2938,3.43101,2.42002,0.842491
2939,3.43223,2.4188,0.837607
2940,3.43223,2.41758,0.837607
2941,3.43468,2.41636,0.832724
2942,3.43468,2.41636,0.832724
2943,3.43712,2.41636,0.82784
2944,3.43956,2.41514,0.822955
2945,3.43956,2.41514,0.822955
2946,3.44078,2.41392,0.822955
2947,3.44078,2.4127,0.818071
2948,3.44322,2.41148,0.813188
2949,3.44322,2.41148,0.813188
2950,3.44322,2.41026,0.808304
2951,3.44567,2.41026,0.808304
2952,3.44689,2.41026,0.803419
2953,3.44689,2.40904,0.798535
2954,3.45055,2.40904,0.793652
2955,3.45055,2.40781,0.793652
2956,3.45055,2.40781,0.788768
2957,3.45299,2.40659,0.788768
2958,3.45299,2.40659,0.783883
2959,3.45421,2.40659,0.783883
2960,3.45665,2.40537,0.778999
2961,3.45543,2.40415,0.778999
2962,3.45788,2.40415,0.774116
2963,3.4591,2.40415,0.769232
2964,3.4591,2.40293,0.769232
2965,3.46154,2.40293,0.769232
2966,3.46154,2.40293,0.764347
2967,3.46276,2.40171,0.759463
2968,3.46398,2.40171,0.759463
2969,3.46642,2.40171,0.75458
2970,3.46642,2.40049,0.75458
2971,3.46764,2.40049,0.749696
2972,3.46886,2.40049,0.749696
2973,3.47131,2.39927,0.744811
2974,3.47131,2.39927,0.744811
2975,3.47131,2.39927,0.739927
2976,3.47375,2.39805,0.739927
2977,3.47375,2.39805,0.735044
2978,3.47497,2.39805,0.73016
2979,3.47619,2.39805,0.73016
2980,3.47863,2.39683,0.725275
2981,3.47741,2.39683,0.725275
2982,3.47863,2.3956,0.725275
2983,3.48107,2.3956,0.720391
2984,3.48107,2.3956,0.715508
2985,3.4823,2.3956,0.715508
2986,3.48352,2.3956,0.715508
2987,3.48474,2.3956,0.710624
2988,3.48596,2.40049,0.705739
2989,3.48596,2.39927,0.705739
2990,3.48718,2.39927,0.705739
2991,3.4884,2.39927,0.705739
2992,3.48962,2.39927,0.700855
2993,3.49084,2.39805,0.695971
2994,3.49084,2.39805,0.695971
2995,3.49206,2.39805,0.691088
2996,3.49328,2.39805,0.691088
2997,3.49451,2.39805,0.691088
2998,3.49573,2.39683,0.686203
2999,3.49573,2.39683,0.681319
3000,3.49695,2.39683,0.681319
3001,3.49817,2.39683,0.681319
3002,3.49939,2.39683,0.676435
3003,3.49939,2.3956,0.676435
3004,3.50183,2.3956,0.671552
3005,3.50183,2.3956,0.671552
3006,3.50305,2.3956,0.671552
3007,3.50549,2.3956,0.671552
3008,3.50549,2.38828,0.666667
3009,3.50672,2.38828,0.661783
3010,3.50794,2.38828,0.661783
3011,3.50916,2.38828,0.656899
3012,3.50916,2.38706,0.656899
3013,3.5116,2.38706,0.656899
3014,3.5116,2.38706,0.652016
3015,3.51282,2.38706,0.647131
3016,3.51282,2.38706,0.647131
3017,3.51648,2.38706,0.647131
3018,3.51648,2.38706,0.642247
3019,3.51648,2.38706,0.642247
3020,3.5177,2.38706,0.637363
3021,3.51893,2.38706,0.637363
3022,3.52015,2.38584,0.63248
3023,3.52137,2.38584,0.63248
3024,3.52137,2.38584,0.63248
3025,3.52137,2.38584,0.627595
3026,3.52381,2.38584,0.627595
3027,3.52503,2.38584,0.627595
3028,3.52381,2.38584,0.627595
3029,3.52503,2.38584,0.622711
3030,3.52503,2.38584,0.617827
3031,3.52869,2.38584,0.617827
3032,3.52991,2.38462,0.617827
3033,3.52991,2.38584,0.612944
3034,3.53114,2.38462,0.612944
3035,3.53114,2.38584,0.612944
3036,3.53358,2.38462,0.608059
3037,3.53358,2.38462,0.608059
3038,3.5348,2.38462,0.603175
3039,3.53602,2.38462,0.603175
3040,3.53602,2.38584,0.603175
3041,3.53724,2.38462,0.603175
3042,3.53846,2.38462,0.598291
3043,3.53846,2.38462,0.598291
3044,3.5409,2.38462,0.593408
3045,3.54212,2.38462,0.593408
3046,3.54212,2.38462,0.588523
3047,3.54212,2.38462,0.588523
3048,3.54457,2.38462,0.588523
3049,3.54457,2.38462,0.588523
3050,3.54579,2.38462,0.583639
3051,3.54701,2.38462,0.583639
3052,3.54701,2.38462,0.583639
3053,3.54823,2.38462,0.578755
3054,3.54823,2.38462,0.573872
3055,3.54945,2.38462,0.573872
3056,3.55067,2.38462,0.573872
3057,3.55067,2.38462,0.573872
3058,3.55189,2.38462,0.573872
3059,3.55311,2.38462,0.568987
3060,3.55311,2.38462,0.568987
3061,3.55556,2.38462,0.564103
3062,3.55433,2.38462,0.564103
3063,3.55678,2.38584,0.559219
3064,3.558,2.38462,0.564103
3065,3.558,2.38462,0.559219
3066,3.56044,2.38462,0.554336
3067,3.56044,2.38462,0.559219
3068,3.56288,2.38462,0.554336
3069,3.56166,2.38584,0.554336
3070,3.5641,2.38462,0.549451
3071,3.56288,2.38462,0.549451
3072,3.5641,2.38584,0.549451
3073,3.56532,2.38584,0.549451
3074,3.56777,2.38584,0.549451
3075,3.56777,2.38462,0.544567
3076,3.56777,2.38584,0.539683
3077,3.57021,2.38584,0.544567
3078,3.56899,2.38584,0.539683
3079,3.57143,2.38584,0.539683
3080,3.57265,2.38584,0.5348
3081,3.57265,2.38584,0.5348
3082,3.57387,2.38584,0.5348
3083,3.57387,2.38584,0.529915
3084,3.57631,2.38584,0.529915
3085,3.57875,2.38584,0.529915
3086,3.57753,2.38584,0.529915
3087,3.57753,2.38584,0.525031
3088,3.57998,2.38584,0.525031
3089,3.57998,2.38584,0.525031
3090,3.5812,2.38584,0.520147
3091,3.57998,2.38584,0.525031
3092,3.58242,2.38584,0.520147
3093,3.58242,2.38584,0.520147
3094,3.58242,2.38706,0.520147
3095,3.58486,2.38584,0.515264
3096,3.58486,2.38706,0.515264
3097,3.58486,2.38706,0.515264
3098,3.58608,2.38706,0.510379
3099,3.5873,2.38706,0.510379
3100,3.58608,2.38584,0.510379
3101,3.58852,2.38706,0.505495
3102,3.58974,2.38706,0.510379
3103,3.59219,2.38706,0.505495
3104,3.59219,2.38706,0.505495
3105,3.59219,2.38706,0.505495
3106,3.59341,2.38706,0.505495
3107,3.59341,2.38828,0.500611
3108,3.59341,2.38706,0.500611
3109,3.59707,2.38828,0.500611
3110,3.59585,2.38828,0.495728
3111,3.59829,2.38828,0.495728
3112,3.59829,2.38828,0.495728
3113,3.59829,2.38828,0.490843
3114,3.59951,2.38828,0.490843
3115,3.60073,2.38828,0.490843
3116,3.60073,2.38828,0.490843
3117,3.60195,2.38828,0.490843
3118,3.60317,2.38828,0.485959
3119,3.60317,2.38828,0.485959
3120,3.60562,2.38828,0.481075
3121,3.6044,2.38828,0.481075
3122,3.60684,2.3895,0.481075
3123,3.60684,2.3895,0.481075
3124,3.60806,2.3895,0.481075
3125,3.60806,2.3895,0.481075
3126,3.60928,2.3895,0.476192
3127,3.6105,2.3895,0.476192
3128,3.6105,2.3895,0.476192
3129,3.61172,2.3895,0.476192
3130,3.61294,2.3895,0.471307
3131,3.61294,2.3895,0.471307
3132,3.61538,2.3895,0.471307
3133,3.61538,2.39072,0.466423
3134,3.61538,2.39072,0.466423
3135,3.61783,2.3895,0.466423
3136,3.61905,2.39072,0.466423
3137,3.61783,2.39072,0.466423
3138,3.61783,2.39072,0.466423
3139,3.61783,2.39072,0.461539
3140,3.62149,2.39072,0.461539
3141,3.62149,2.39072,0.461539
3142,3.62271,2.39072,0.456656
3143,3.62393,2.39072,0.456656
3144,3.62393,2.39072,0.456656
3145,3.62393,2.39194,0.456656
3146,3.62515,2.39194,0.451771
3147,3.62515,2.39194,0.451771
3148,3.62637,2.39194,0.451771
3149,3.62515,2.39194,0.451771
3150,3.62759,2.39194,0.451771
3151,3.62882,2.39194,0.451771
3152,3.62882,2.39194,0.451771
3153,3.63004,2.39316,0.446887
3154,3.63126,2.39194,0.446887
3155,3.63126,2.39316,0.446887
3156,3.63126,2.39194,0.442003
3157,3.63248,2.39316,0.442003
3158,3.6337,2.39316,0.442003
3159,3.63492,2.39316,0.442003
3160,3.63492,2.39316,0.437119
3161,3.63614,2.39316,0.437119
3162,3.63614,2.39316,0.437119
3163,3.63736,2.39316,0.437119
3164,3.6398,2.39316,0.437119
3165,3.6398,2.39438,0.437119
3166,3.6398,2.39316,0.437119
3167,3.6398,2.39438,0.432235
3168,3.64103,2.39438,0.432235
3169,3.64225,2.39316,0.427351
3170,3.64347,2.39438,0.432235
3171,3.64347,2.39438,0.427351
3172,3.64347,2.39438,0.427351
3173,3.64713,2.39438,0.427351
3174,3.64591,2.39438,0.427351
